project,branch,bug_report
accumulo,bugs-dot-jar_ACCUMULO-2742_1f7dd2d5,"{'BugID': 'ACCUMULO-2742', 'Summary': 'History command incorrectly numbers commands', 'Description': 'When you use the history command, it will provide you with a list of previous commands that have been executed, each with a command number. However, if you try to use history expansion by number to invoke one of those commands, you will be off by one.\n\nI think this is because the history command in added to the list after it shows you the list, and pushes everything else up by one. Uncertain if this is something we do wrong, or if this is an upstream JLine bug.'}"
accumulo,bugs-dot-jar_ACCUMULO-2748_ff8c2383,"{'BugID': 'ACCUMULO-2748', 'Summary': 'MockTableOperations.deleteRow does not handle null for start or end keys', 'Description': 'The deleteRow function does not check for null values for start or end keys.\nThese null values are passed down into key constructor which will throw a NullPointerException:\njava.lang.NullPointerException\n\tat org.apache.accumulo.core.data.Key.<init>(Key.java:103)\n\tat org.apache.accumulo.core.client.mock.MockTableOperations.deleteRows(MockTableOperations.java:315)\n\nThe API semantics dictate:\nif (start == null ) then start == Text()\nif (end == null ) then end == maxKey()\n\n\n\n'}"
accumulo,bugs-dot-jar_ACCUMULO-2857_9fcca2ed,"{'BugID': 'ACCUMULO-2857', 'Summary': 'MockTableOperations.tableIdMap always returns tableName as ID', 'Description': 'Noticed and fixed this during ACCUMULO-378.\n\nAn exception was thrown unexpectedly when trying to use tableIdMap with a MockInstance. Lift fix from 93c8bddc71d1ee190649eeab263205185d75421c into main tree.'}"
accumulo,bugs-dot-jar_ACCUMULO-2899_31aea2ad,"{'BugID': 'ACCUMULO-2899', 'Summary': 'WAL handling fails to deal with 1.4 -> 1.5 -> 1.6', 'Description': 'After doing a 1.4 -> 1.5 -> 1.6 upgrade that still has WALs for some tables, the 1.6 instance fails to correctly handle the 1.4 recovered WALs.\n\nThis can happen either through not waiting long enough after the upgrade to 1.5 or because of an offline table brought online on 1.6 (ala ACCUMULO-2816).'}"
accumulo,bugs-dot-jar_ACCUMULO-2928_f99b5654,"{'BugID': 'ACCUMULO-2928', 'Summary': 'Missing toString, hashCode and equals methods on BatchWriterConfig', 'Description': ""Tried to test equality of two BatchWriterConfig objects, found they're missing all of the methods from Object that they should be implementing.""}"
accumulo,bugs-dot-jar_ACCUMULO-2952_11d11e0d,"{'BugID': 'ACCUMULO-2952', 'Summary': 'DefaultLoadBalancer takes a long time when tablets are highly unbalanced', 'Description': 'After creating a thousand splits on a large cluster, I noticed the master was only moving tablets to one server at a time.'}"
accumulo,bugs-dot-jar_ACCUMULO-2962_023be574,"{'BugID': 'ACCUMULO-2962', 'Summary': ""RangeInputSplit Writable methods don't serialize IteratorSettings"", 'Description': 'Was trying to figure out why some information was getting lost on a RangeInputSplit after serialization, and found out it was because the serialization and deserialization of the class didn\'t include the configured IteratorSettings.\n\nThis likely isn\'t a big problem for normal users as, when no IteratorSettings are configured on the RangeInputSplit, it falls back to pulling from the Configuration, but it\'s possible, with ""non-standard"" uses of mapreduce, that information could be missing in the Configuration that the mappers receive, and would subsequently error.'}"
accumulo,bugs-dot-jar_ACCUMULO-2962_2fd7633f,"{'BugID': 'ACCUMULO-2962', 'Summary': ""RangeInputSplit Writable methods don't serialize IteratorSettings"", 'Description': 'Was trying to figure out why some information was getting lost on a RangeInputSplit after serialization, and found out it was because the serialization and deserialization of the class didn\'t include the configured IteratorSettings.\n\nThis likely isn\'t a big problem for normal users as, when no IteratorSettings are configured on the RangeInputSplit, it falls back to pulling from the Configuration, but it\'s possible, with ""non-standard"" uses of mapreduce, that information could be missing in the Configuration that the mappers receive, and would subsequently error.'}"
accumulo,bugs-dot-jar_ACCUMULO-2974_5eceb10e,"{'BugID': 'ACCUMULO-2974', 'Summary': 'Unable to assign single tablet table migrated to 1.6.0', 'Description': ""Sorry for the screen caps, no copy/paste from machines.\n\nBackground- several tables migrated from 1.5.1 to 1.6.0. Only one of which was a single tablet. Upon starting, we noticed that that single table was not loading and the master was reporting an unassigned tablet. Had a stack trace in the monitor (attached).\n\nAlso attached is a a metadata scan of the table in question (ID: 12). I was able to get a functional copy of the table by offlining 12 and cloning it. It functioned without issues. Attached is a copy of it's metadata scan as well (ID: 9o)\n\nThe stack trace leads me to it being a specific issue with the contents of srv:dir, and the only difference is the relative vs. absolute file names. This cluster was not changed to multiple namenodes and ../tables/default_tablet does not exist. There are other tables which still use the relative naming scheme, and the system does not seem to be having issues with them.""}"
accumulo,bugs-dot-jar_ACCUMULO-3006_d6472040,"{'BugID': 'ACCUMULO-3006', 'Summary': ""Don't allow viewfs in instance.volumes"", 'Description': 'I think one of our folks put viewfs into instance.volumes on accident. File references in accumulo.root and accumulo.metadata were then written with viewfs in the path. The garbage collector then throws errors as compactions occur and it tries delete and move the files to the hdfs users trash directory.\n\nviewfs should never be allowed in instance.volumes property. It should fail.'}"
accumulo,bugs-dot-jar_ACCUMULO-3015_f848178e,"{'BugID': 'ACCUMULO-3015', 'Summary': ""RangeInputSplit doesn't serialize table name"", 'Description': 'Found another missed member in the serialization of RangeInputSplit: the table name.\n\nNot a huge deal because the table information should still be in the Configuration for most users, but this does break in ""advanced"" uses of mapreduce. Work around is to re-set the table in the RangeInputSplit in your overridden InputFormat.getRecordReader or make sure the Configuration is consistent from getRecordReader and getSplits.'}"
accumulo,bugs-dot-jar_ACCUMULO-3055_94c2a31f,"{'BugID': 'ACCUMULO-3055', 'Summary': 'calling MiniAccumuloCluster.stop multiple times fails with NPE', 'Description': 'On the mailing list [~ctubbsii] mentioned seeing some NPEs in the stderr for {{mvn verify}}.\n\nI see one here when running mvn verify with either hadoop profile:\n\n{quote}\nException in thread ""Thread-0"" java.lang.NullPointerException\n\tat org.apache.accumulo.minicluster.MiniAccumuloCluster.stopProcessWithTimeout(MiniAccumuloCluster.java:449)\n\tat org.apache.accumulo.minicluster.MiniAccumuloCluster.stop(MiniAccumuloCluster.java:376)\n\tat org.apache.accumulo.minicluster.MiniAccumuloCluster$1.run(MiniAccumuloCluster.java:318)\n{quote}\n\nThe relevant piece of code (in 1.5.2-SNAP) is the {{executor.execute}} below\n\n{code}\n  private int stopProcessWithTimeout(final Process proc, long timeout, TimeUnit unit) throws InterruptedException, ExecutionException, TimeoutException {\n    FutureTask<Integer> future = new FutureTask<Integer>(new Callable<Integer>() {\n        @Override\n        public Integer call() throws InterruptedException {\n          proc.destroy();\n          return proc.waitFor();\n        }\n    });\n\n    executor.execute(future);\n\n    return future.get(timeout, unit);\n  }\n{code}\n\nReading through the code for stop, it nulls out executor when it\'s done. So the easy way to get an NPE is calling stop() multiple times on a MAC instance. Since we have a shutdown hook that calls stop, that means that a single user invocation of stop should result in a NPE later.\n\nSince start() doesn\'t allow multiple starts, we probably shouldn\'t allow multiple stops. That would mean adding logic to the shutdown hook to check if we\'re already stopped or making a private unguarded version of stop that allows multiple calls and using that from the hook.\n\ncriteria for closing this issue:\n\n* MAC should document wether calling stop() multiple times is allowed\n* fix MAC.stop to either guard against multiple calls or handle them gracefully\n* find out why this only gets an NPE in one place. Do we rely on the shutdown hook everywhere?'}"
accumulo,bugs-dot-jar_ACCUMULO-3077_17654199,"{'BugID': 'ACCUMULO-3077', 'Summary': 'File never picked up for replication', 'Description': 'I was running some tests and noticed that a single file was getting ignored. The logs were warning that the Status message that was written to {{accumulo.metadata}} didn\'t have a createdTime on the Status record.\n\nThe odd part is that all other Status messages had a createdTime and were successfully replicated. Looking at the writes from the TabletServer logs, the expected record *was* written by the TabletServer, and writing a test with the full series of Status records written does net the correct Status (which was different than what was observed in the actual table).\n\nLooking into it, the log which was subject to this error was the first WAL that was used when the instance was started. Because the table configurations are lazily configured when they are actually used, I believe that the StatusCombiner that is set on {{accumulo.metadata}} was not seen by the TabletServer, and the VersioningIterator ""ate"" the first record.\n\nI need to come up with a way that I can be sure that all tservers will have seen the Combiner set on accumulo.metadata before any data is written to it to avoid losing a record like this.'}"
accumulo,bugs-dot-jar_ACCUMULO-3143_ddd2c3bc,"{'BugID': 'ACCUMULO-3143', 'Summary': 'InputTableConfig missing isOfflineScan field in Serializer', 'Description': 'InputTableConfig write(DataOutput dataOutput) forgets to write out the isOfflineScan field, which makes it always false when it gets unserialized.'}"
accumulo,bugs-dot-jar_ACCUMULO-3150_72fd6bec,"{'BugID': 'ACCUMULO-3150', 'Summary': ""MiniAccumuloConfig doesn't set 0 for monitor log4j port"", 'Description': ""MonitorLoggingIT will fail on a host if the monitor is already running because MAC doesn't configure itself to use an ephemeral port. We haven't really noticed this because MAC doesn't start a monitor by default.""}"
accumulo,bugs-dot-jar_ACCUMULO-3218_1b35d263,"{'BugID': 'ACCUMULO-3218', 'Summary': 'ZooKeeperInstance only uses first ZooKeeper in list of quorum', 'Description': 'Had tests running which had a quorum of 3 ZooKeeper servers. One appears to have died and the test was then unable to connect to the Accumulo shell, hanging on trying to connect to ZooKeeper.\n\nThere was no client.conf file present, so a ClientConfiguration was constructed from accumulo-site.xml.\n\n{code}\nthis.zooKeepers = clientConf.get(ClientProperty.INSTANCE_ZK_HOST);\n{code}\n\nWhen the commons configuration AbstractConfiguration class is used with the get() method, only the first element in the value is returned, as the implementation treats the other items as a list because of the default separator of a comma.\n\nIt\'s easily reproduced with the following:\n\n{code}\n    ZooKeeperInstance inst = new ZooKeeperInstance(""accumulo"", ""localhost,127.0.0.1"");\n    System.out.println(inst.getZooKeepers());\n{code}\n\nThe above will print\n\n{noformat}\nlocalhost\n{noformat}\n\ninstead of the expected\n\n{noformat}\nlocalhost,127.0.0.1\n{noformat}'}"
accumulo,bugs-dot-jar_ACCUMULO-3229_891584fb,"{'BugID': 'ACCUMULO-3229', 'Summary': 'Shell displays authTimeout poorly', 'Description': 'The authTimeout in the shell is displayed badly when executing {{about -v}}.\nEven though it is configured in integer minutes, it is converted to seconds for display as a floating point number with 2 decimals. This makes no sense, since the decimals will always be {{.00}}.\n\nWe can keep the units in seconds, I guess, but this needs to be displayed with {{%ds}} not {{%.2fs}}. This was broken in ACCUMULO-3224 by using TimeUnit to convert the number, instead of dividing by 1000.0 as we were doing manually before.'}"
accumulo,bugs-dot-jar_ACCUMULO-3242_15e83709,"{'BugID': 'ACCUMULO-3242', 'Summary': 'Consolidate ZK code WRT retries', 'Description': 'A couple of general ZK things that should be fixed up:\n\n# Multiple means of automatic retrying of recoverable ZooKeeper errors through use of an InvocationHandler and a Proxy around IZooReader(Writer)\n# Encapsulate retry logic\n# Switch over callers to use the retrying instance instead of the non-retrying instance'}"
accumulo,bugs-dot-jar_ACCUMULO-334_9d8cc45d,"{'BugID': 'ACCUMULO-334', 'Summary': 'Bulk random walk test failed', 'Description': 'The bulk random walk test failed while running on a 10 node cluster w/ the following error message.\n\n{noformat}\n18 23:36:05,167 [bulk.Setup] INFO : Starting bulk test on 459a04a0\n\n\n19 00:24:33,950 [randomwalk.Framework] ERROR: Error during random walk\njava.lang.Exception: Error running node Bulk.xml\n        at org.apache.accumulo.server.test.randomwalk.Module.visit(Module.java:253)\n        at org.apache.accumulo.server.test.randomwalk.Framework.run(Framework.java:61)\n        at org.apache.accumulo.server.test.randomwalk.Framework.main(Framework.java:114)\n        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)\n        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)\n        at java.lang.reflect.Method.invoke(Method.java:597)\n        at org.apache.accumulo.start.Main$1.run(Main.java:89)\n        at java.lang.Thread.run(Thread.java:662)\nCaused by: java.lang.Exception: Error running node bulk.Verify\n        at org.apache.accumulo.server.test.randomwalk.Module.visit(Module.java:253)\n        at org.apache.accumulo.server.test.randomwalk.Module.visit(Module.java:249)\n        ... 8 more\nCaused by: java.lang.Exception: Bad key at r0d646 cf:000 [] 1326932285943 false -1\n        at org.apache.accumulo.server.test.randomwalk.bulk.Verify.visit(Verify.java:51)\n        at org.apache.accumulo.server.test.randomwalk.Module.visit(Module.java:249)\n        ... 9 more\n{noformat}\n\nLooking at the table the rows [r0d646, r0edd9] and [r0f056, r10467] all had -1 values.  There was a tablet that overlapped the first range of -1 rows exactly 268;r0edd9;r0d645.  This tablet had only the following activity on a tablet server and was then merged out of existence.  The merge operation was 268;r10eff;r093b1.\n\n{noformat}\n19 00:05:10,966 [tabletserver.Tablet] DEBUG: Files for low split 268;r0edd9;r0d645  [/b-0001azp/I0001azt.rf, /b-0001azp/I0001azu.rf, /t-0001ale/A0001an3.rf]\n19 00:05:10,974 [tabletserver.Tablet] TABLET_HIST: 268;r0f055;r0d645 split 268;r0edd9;r0d645 268;r0f055;r0edd9\n19 00:05:10,975 [tabletserver.Tablet] TABLET_HIST: 268;r0edd9;r0d645 opened \n19 00:05:15,029 [tabletserver.Tablet] TABLET_HIST: 268;r0edd9;r0d645 import /b-0001azi/I0001azm.rf 17138 0\n19 00:05:15,103 [tabletserver.Tablet] DEBUG: Starting MajC 268;r0edd9;r0d645 [/b-0001azi/I0001azm.rf, /b-0001azp/I0001azt.rf, /b-0001azp/I0001azu.rf, /t-0001ale/A0001an3.rf] --> /t-0001apj/A0001bri.rf_tmp\n19 00:05:15,339 [tabletserver.Tablet] TABLET_HIST: 268;r0edd9;r0d645 import /b-0001azx/I0001azy.rf 16620 0\n19 00:05:15,651 [tabletserver.Compactor] DEBUG: Compaction 268;r0edd9;r0d645 181,080 read | 60,360 written | 553,761 entries/sec |  0.327 secs\n19 00:05:15,661 [tabletserver.Tablet] TABLET_HIST: 268;r0edd9;r0d645 MajC [/b-0001azi/I0001azm.rf, /b-0001azp/I0001azt.rf, /b-0001azp/I0001azu.rf, /t-0001ale/A0001an3.rf] --> /t-0001apj/A0001bri.rf\n19 00:05:30,672 [tabletserver.Tablet] DEBUG: Starting MajC 268;r0edd9;r0d645 [/b-0001azx/I0001azy.rf] --> /t-0001apj/C0001brn.rf_tmp\n19 00:05:30,810 [tabletserver.Compactor] DEBUG: Compaction 268;r0edd9;r0d645 60,360 read | 60,360 written | 534,159 entries/sec |  0.113 secs\n19 00:05:30,824 [tabletserver.Tablet] TABLET_HIST: 268;r0edd9;r0d645 MajC [/b-0001azx/I0001azy.rf] --> /t-0001apj/C0001brn.rf\n19 00:05:30,943 [tabletserver.Tablet] DEBUG: initiateClose(saveState=true queueMinC=false disableWrites=false) 268;r0edd9;r0d645\n19 00:05:30,943 [tabletserver.Tablet] DEBUG: completeClose(saveState=true completeClose=true) 268;r0edd9;r0d645\n19 00:05:30,947 [tabletserver.Tablet] TABLET_HIST: 268;r0edd9;r0d645 closed\n19 00:05:30,947 [tabletserver.TabletServer] DEBUG: Unassigning 268;r0edd9;r0d645@(null,xxx.xxx.xxx.xxx:9997[134d7425fc59413],null)\n19 00:05:30,949 [tabletserver.TabletServer] INFO : unloaded 268;r0edd9;r0d645\n19 00:05:30,949 [tabletserver.TabletServer] INFO : unloaded 268;r0edd9;r0d645\n\n{noformat}\n\n\nFor the second range of -1 values [r0f056, r10467], r0f056 corresponds to the split point r0f055.  Howerver, there is no split point corresponding to r10467. All of the tablets w/ a split of r0f055 lived on one tablet server.  \n\n{noformat}\n19 00:02:21,262 [tabletserver.Tablet] TABLET_HIST: 268<;r0d645 split 268;r0f055;r0d645 268<;r0f055\n19 00:02:21,263 [tabletserver.Tablet] TABLET_HIST: 268;r0f055;r0d645 opened \n19 00:02:21,264 [tabletserver.Tablet] TABLET_HIST: 268<;r0f055 opened \n19 00:02:44,504 [tabletserver.Tablet] TABLET_HIST: 268<;r0f055 split 268;r11da6;r0f055 268<;r11da6\n19 00:02:44,505 [tabletserver.Tablet] TABLET_HIST: 268;r11da6;r0f055 opened \n19 00:05:10,974 [tabletserver.Tablet] TABLET_HIST: 268;r0f055;r0d645 split 268;r0edd9;r0d645 268;r0f055;r0edd9\n19 00:05:10,975 [tabletserver.Tablet] TABLET_HIST: 268;r0f055;r0edd9 opened \n19 00:05:15,023 [tabletserver.Tablet] TABLET_HIST: 268;r11da6;r0f055 split 268;r0f622;r0f055 268;r11da6;r0f622\n19 00:05:15,024 [tabletserver.Tablet] TABLET_HIST: 268;r0f622;r0f055 opened \n{noformat}\n\nAll of the tablets mentioned so far were all merged away in the same merge operation, making this operation a possible place were data loss occurred.  However, I can not pinpoint the issue at this point in time.  Below is a little info about the merge from the master logs showing which tablets were involved in the merge.\n\n{noformat}\n19 00:05:30,616 [master.EventCoordinator] INFO : Merge state of 268;r10eff;r093b1 set to WAITING_FOR_CHOPPED\n19 00:05:30,677 [master.Master] INFO : Asking xxx.xxx.xxx.xxx:9997[134d7425fc5940c] to chop 268;r09927;r0903a\n19 00:05:30,678 [master.Master] INFO : Asking xxx.xxx.xxx.xxx:9997[134d7425fc5940c] to chop 268;r0ca9e;r09927\n19 00:05:30,678 [master.Master] INFO : Asking xxx.xxx.xxx.xxx:9997[134d7425fc5940a] to chop 268;r0d2b5;r0ca9e\n19 00:05:30,678 [master.Master] INFO : Asking xxx.xxx.xxx.xxx:9997[134d7425fc59412] to chop 268;r0d645;r0d2b5\n19 00:05:30,678 [master.Master] INFO : Asking xxx.xxx.xxx.xxx:9997[134d7425fc59413] to chop 268;r0edd9;r0d645\n19 00:05:30,678 [master.Master] INFO : Asking xxx.xxx.xxx.xxx:9997[134d7425fc59413] to chop 268;r0f055;r0edd9\n19 00:05:30,678 [master.Master] INFO : Asking xxx.xxx.xxx.xxx:9997[134d7425fc59413] to chop 268;r0f622;r0f055\n19 00:05:30,678 [master.Master] INFO : Asking xxx.xxx.xxx.xxx:9997[134d7425fc59413] to chop 268;r0f68b;r0f622\n19 00:05:30,678 [master.Master] INFO : Asking xxx.xxx.xxx.xxx:9997[134d7425fc59413] to chop 268;r10c14;r0f68b\n19 00:05:30,678 [master.Master] INFO : Asking xxx.xxx.xxx.xxx:9997[134d7425fc59413] to chop 268;r110f7;r10c14\n{noformat}\n\nWhen this test verifies its data and detects data loss, there is no easy way to determine at what time the data loss occurred.  It might be useful to modify the data in the bulk test such that it is easier to determine the time when data was lost.  For example the continuous ingest test creates linked list and it is possible to determine tight time bounds when a node was ingested.  However that may change the nature of this test and the bugs that it might find.'}"
